Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,-9999
416,Bobby Reid,jm JAM,FWDF,Fulham,30-097,1993,34,29,2442,27.1,4,1,5,4,0,0,8,0,0f7533cd
417,Declan Rice,eng ENG,MF,West Ham,24-116,1999,34,34,3060,34.0,3,1,4,3,0,1,5,0,1c7012b8
418,Chris Richards,us USA,DF,Crystal Palace,23-043,2000,9,4,447,5.0,0,0,0,0,0,0,0,0,0a3d6d2b
419,Richarlison,br BRA,MFFW,Tottenham,26-000,1997,24,11,918,10.2,1,3,4,1,0,0,3,0,fa031b34
420,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,26-243,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,7a1f2c08
421,Matt Ritchie,sct SCO,FWMF,Newcastle Utd,33-242,1989,7,0,39,0.4,0,0,0,0,0,0,0,0,71ef519e
422,Andrew Robertson,sct SCO,DF,Liverpool,29-060,1994,32,27,2422,26.9,0,8,8,0,0,0,3,0,2e4f5f03
423,Antonee Robinson,us USA,DF,Fulham,25-275,1997,32,32,2818,31.3,0,1,1,0,0,0,7,0,289601e6
424,Joel Robles,es ESP,GK,Leeds United,32-327,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,cda0b317
425,Marc Roca,es ESP,MF,Leeds United,26-165,1996,31,29,2308,25.6,1,2,3,1,0,0,7,0,da27e268
426,Marek Rodák,sk SVK,GK,Fulham,26-148,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,17acc2ed
427,Rodri,es ESP,MF,Manchester City,26-322,1996,33,32,2721,30.2,2,6,8,2,0,0,5,0,6434f10d
428,Rodrigo,es ESP,FWMF,Leeds United,32-065,1991,28,20,1669,18.5,12,1,13,11,1,1,5,0,1fb1c435
429,Mads Roerslev,dk DEN,DF,Brentford,23-320,1999,17,12,1098,12.2,0,0,0,0,0,0,0,0,57c94db2
430,Cristian Romero,ar ARG,DF,Tottenham,25-013,1998,26,25,2274,25.3,0,1,1,0,0,0,10,1,a3d94a58
431,Oriol Romeu,es ESP,MF,Southampton,31-228,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,4b511457
432,Cristiano Ronaldo,pt POR,FW,Manchester Utd,38-094,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,dea698d9
433,Connor Ronan,ie IRL,MF,Wolves,25-065,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,1b804500
434,Salomón Rondón,ve VEN,FW,Everton,33-236,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,b318a643
435,Joe Rothwell,eng ENG,MF,Bournemouth,28-119,1995,19,11,936,10.4,0,1,1,0,0,0,1,0,10a10454
436,Georginio Rutter,fr FRA,FWMF,Leeds United,21-020,2002,10,1,242,2.7,0,0,0,0,0,0,0,0,c64c01fc
437,José Sá,pt POR,GK,Wolves,30-113,1993,35,35,3150,35.0,0,0,0,0,0,0,2,0,903b6e8b
438,Marcel Sabitzer,at AUT,MF,Manchester Utd,29-054,1994,11,7,627,7.0,0,1,1,0,0,0,1,0,e280527c
439,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,26-059,1997,21,11,1010,11.2,1,5,6,1,0,0,1,0,2b16cb1a
440,Bukayo Saka,eng ENG,FW,Arsenal,21-247,2001,35,34,2942,32.7,13,11,24,11,2,3,6,0,bc7dc64d
441,Mohamed Salah,eg EGY,FW,Liverpool,30-329,1992,35,34,3023,33.6,19,7,26,17,2,4,2,0,e342ad68
442,William Saliba,fr FRA,DF,Arsenal,22-047,2001,27,27,2415,26.8,2,1,3,2,0,0,4,0,972aeb2a
443,Mohammed Salisu,gh GHA,DF,Southampton,24-023,1999,22,21,1973,21.9,0,1,1,0,0,0,5,0,0b33f6ad
444,Albert Sambi Lokonga,be BEL,MF,Arsenal,23-200,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,1b4f1169
445,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,23-200,1999,9,6,536,6.0,0,0,0,0,0,0,2,0,1b4f1169
446,Davinson Sánchez,co COL,DF,Tottenham,26-332,1996,16,6,678,7.5,0,0,0,0,0,0,1,0,da7b447d
447,Robert Sánchez,es ESP,GK,Brighton,25-173,1997,23,23,2070,23.0,0,0,0,0,0,0,2,0,6a713852
448,Jadon Sancho,eng ENG,FWMF,Manchester Utd,23-046,2000,22,17,1355,15.1,5,2,7,5,0,0,0,0,dbf053da
449,Morgan Sanson,fr FRA,MF,Aston Villa,28-265,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,6e7f1353
450,Pablo Sarabia,es ESP,FWMF,Wolves,30-364,1992,12,8,696,7.7,1,0,1,1,0,0,3,0,9744ff80
451,Jeremy Sarmiento,ec ECU,MF,Brighton,20-328,2002,9,1,176,2.0,0,1,1,0,0,0,1,0,ac0d576d
452,Gianluca Scamacca,it ITA,FW,West Ham,24-129,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,8790f988
453,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,29-125,1994,6,2,181,2.0,0,0,0,0,0,0,1,0,2964fd20
454,Kevin Schade,de GER,FW,Brentford,21-164,2001,15,5,549,6.1,0,1,1,0,0,0,2,0,52afb588
455,Fabian Schär,ch SUI,DF,Newcastle Utd,31-141,1991,32,32,2846,31.6,1,3,4,1,0,0,6,0,c8aa95da
456,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,30-138,1992,34,30,2531,28.1,3,1,4,3,0,0,7,0,3312f911
457,Nélson Semedo,pt POR,DF,Wolves,29-175,1993,33,28,2362,26.2,0,1,1,0,0,0,10,1,d04b94db
458,Antoine Semenyo,gh GHA,FWMF,Bournemouth,23-123,2000,11,2,258,2.9,1,0,1,1,0,0,0,0,efd2ec23
459,Marcos Senesi,ar ARG,DF,Bournemouth,26-000,1997,29,27,2311,25.7,2,0,2,2,0,0,6,0,35141f4c
460,Ryan Sessegnon,eng ENG,DF,Tottenham,22-357,2000,17,9,813,9.0,2,0,2,2,0,0,4,0,6aa3e78b
461,Luke Shaw,eng ENG,DF,Manchester Utd,27-302,1995,28,27,2327,25.9,1,2,3,1,0,0,7,0,9c94165b
462,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,31-072,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,3727dd3c
463,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,31-072,1992,8,6,540,6.0,0,0,0,0,0,0,2,0,3727dd3c
464,Bernardo Silva,pt POR,MFFW,Manchester City,28-273,1994,32,23,2109,23.4,4,5,9,4,0,0,4,0,3eb22ec9
465,Thiago Silva,br BRA,DF,Chelsea,38-230,1984,24,23,2082,23.1,0,2,2,0,0,0,1,0,86e7deaf
466,Ellis Simms,eng ENG,FW,Everton,22-125,2001,10,2,224,2.5,1,0,1,1,0,0,0,0,26d3b5be
467,Luis Sinisterra,co COL,FW,Leeds United,23-327,1999,19,13,867,9.6,5,0,5,5,0,0,3,1,8e16dd48
468,Oliver Skipp,eng ENG,MF,Tottenham,22-236,2000,20,15,1252,13.9,1,0,1,1,0,0,6,0,6250083a
469,Adam Smith,eng ENG,DF,Bournemouth,32-011,1991,34,32,2765,30.7,0,1,1,0,0,0,10,0,20b104bc
470,Emile Smith Rowe,eng ENG,MFFW,Arsenal,22-286,2000,10,0,142,1.6,0,1,1,0,0,0,0,0,17695062
471,Cédric Soares,pt POR,DF,Arsenal,31-252,1991,2,0,29,0.3,0,0,0,0,0,0,0,0,839c14e1
472,Cédric Soares,pt POR,DF,Fulham,31-252,1991,6,2,198,2.2,0,0,0,0,0,0,0,0,839c14e1
473,Dominic Solanke,eng ENG,FW,Bournemouth,25-238,1997,30,29,2590,28.8,6,7,13,6,0,0,1,0,e77dc3b2
474,Manor Solomon,il ISR,FW,Fulham,23-290,1999,16,4,523,5.8,4,0,4,4,0,0,0,0,886f9aac
475,Tomáš Souček,cz CZE,MF,West Ham,28-072,1995,34,30,2668,29.6,2,3,5,2,0,0,3,0,6613c819
476,Boubakary Soumaré,fr FRA,MF,Leicester City,24-072,1999,23,17,1359,15.1,0,0,0,0,0,0,9,0,ae59b359
477,Harry Souttar,au AUS,DF,Leicester City,24-200,1998,10,10,900,10.0,0,1,1,0,0,0,2,0,0a6cb1b1
478,Çağlar Söyüncü,tr TUR,DF,Leicester City,26-352,1996,7,6,529,5.9,1,0,1,1,0,0,2,0,21166ff4
479,Djed Spence,eng ENG,FWDF,Tottenham,22-274,2000,4,0,7,0.1,0,0,0,0,0,0,0,0,9bc9a519
480,Jack Stacey,eng ENG,DF,Bournemouth,27-034,1996,10,3,299,3.3,0,0,0,0,0,0,2,0,558807c0
481,Junior Stanislas,eng ENG,MF,Bournemouth,33-165,1989,4,0,61,0.7,0,0,0,0,0,0,0,0,6992791d
482,Jay Stansfield,eng ENG,FW,Fulham,20-167,2002,3,1,87,1.0,0,0,0,0,0,0,0,0,b2626673
483,Jason Steele,eng ENG,GK,Brighton,32-265,1990,10,10,900,10.0,0,1,1,0,0,0,1,0,28300a16
484,Jack Stephens,eng ENG,DF,Southampton,29-103,1994,2,0,46,0.5,0,0,0,0,0,0,0,0,6adbc307
485,Jack Stephens,eng ENG,DF,Bournemouth,29-103,1994,15,13,1173,13.0,0,0,0,0,0,0,3,0,6adbc307
486,Raheem Sterling,eng ENG,FWMF,Chelsea,28-153,1994,25,20,1643,18.3,4,3,7,4,0,0,4,0,b400bde0
487,John Stones,eng ENG,DFMF,Manchester City,28-347,1994,21,20,1729,19.2,2,2,4,2,0,0,2,0,5eecec3d
488,Pascal Struijk,nl NED,DF,Leeds United,23-272,1999,26,24,2058,22.9,2,1,3,2,0,0,4,0,f4d296e4
489,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,21-084,2002,15,9,832,9.2,0,1,1,0,0,0,1,0,a62f8bf1
490,Crysencio Summerville,nl NED,FW,Leeds United,21-192,2001,27,12,1397,15.5,4,2,6,4,0,0,3,0,df04eb4b
491,Sam Surridge,eng ENG,FW,Nott'ham Forest,24-286,1998,19,1,321,3.6,1,0,1,1,0,0,2,0,b017b770
492,Japhet Tanganga,eng ENG,DF,Tottenham,24-040,1999,4,2,146,1.6,0,0,0,0,0,0,0,0,e9971f2d
493,Matt Targett,eng ENG,DF,Newcastle Utd,27-234,1995,15,5,535,5.9,0,0,0,0,0,0,1,0,e514ab62
494,James Tarkowski,eng ENG,DF,Everton,30-172,1992,35,35,3150,35.0,1,1,2,1,0,0,6,0,15ea812b
495,Marcus Tavernier,eng ENG,MFFW,Bournemouth,24-049,1999,23,19,1743,19.4,5,4,9,5,0,0,1,0,5c0da4a4
496,Tetê,br BRA,FW,Leicester City,23-084,2000,12,9,704,7.8,1,0,1,1,0,0,0,0,7120a04d
497,Kenny Tete,nl NED,DF,Fulham,27-213,1995,28,26,2299,25.5,0,5,5,0,0,0,8,0,77d7c96f
498,Luke Thomas,eng ENG,DF,Leicester City,21-334,2001,14,9,869,9.7,0,0,0,0,0,0,2,0,fc027d02
499,Youri Tielemans,be BEL,MF,Leicester City,26-003,1997,28,24,2074,23.0,3,1,4,2,1,2,4,0,56f7a928
500,Kieran Tierney,sct SCO,DF,Arsenal,25-339,1997,24,5,666,7.4,0,1,1,0,0,0,0,0,fce2302c
501,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27-264,1995,17,9,894,9.9,0,0,0,0,0,0,2,0,a105d46a
502,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24-186,1998,21,6,663,7.4,0,1,1,0,0,0,2,0,b3af9be1
503,James Tomkins,eng ENG,DF,Crystal Palace,34-042,1989,6,3,338,3.8,1,0,1,1,0,0,3,1,e7ca0439
504,Ivan Toney,eng ENG,FW,Brentford,27-055,1996,33,33,2951,32.8,20,4,24,14,6,7,9,0,e09f279b
505,Adama Traoré,es ESP,FWMF,Wolves,27-105,1996,31,10,1303,14.5,2,1,3,2,0,0,1,0,9a28eba4
506,Bertrand Traoré,bf BFA,FWMF,Aston Villa,27-246,1995,8,1,233,2.6,2,0,2,2,0,0,1,0,c47541e0
507,Boubacar Traoré,ml MLI,MF,Wolves,21-263,2001,8,4,384,4.3,0,1,1,0,0,0,2,0,999ceb5f
508,Mark Travers,ie IRL,GK,Bournemouth,23-357,1999,11,10,945,10.5,0,0,0,0,0,0,0,0,fe558029
509,Kieran Trippier,eng ENG,DF,Newcastle Utd,32-233,1990,34,34,2982,33.1,1,6,7,1,0,0,5,0,21512407
510,Leandro Trossard,be BEL,FW,Arsenal,28-157,1994,17,8,712,7.9,1,8,9,1,0,0,0,0,38ceb24a
511,Leandro Trossard,be BEL,FWMF,Brighton,28-157,1994,16,16,1315,14.6,7,2,9,7,0,0,1,0,38ceb24a
512,Kostas Tsimikas,gr GRE,DF,Liverpool,26-363,1996,18,8,696,7.7,0,4,4,0,0,0,2,0,f315ca93
513,Deniz Undav,de GER,FWMF,Brighton,26-295,1996,17,4,414,4.6,2,0,2,2,0,0,0,0,dd549382
514,Yan Valery,tn TUN,DF,Southampton,24-077,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,531a4aa8
515,Virgil van Dijk,nl NED,DF,Liverpool,31-306,1991,30,30,2655,29.5,3,1,4,3,0,0,3,0,e06683ca
516,Raphaël Varane,fr FRA,DF,Manchester Utd,30-015,1993,21,19,1651,18.3,0,0,0,0,0,0,1,0,9f8e9423
517,Jamie Vardy,eng ENG,FW,Leicester City,36-119,1987,34,17,1691,18.8,3,4,7,3,0,1,1,0,45963054
518,Joël Veltman,nl NED,DF,Brighton,31-115,1992,28,23,2054,22.8,1,1,2,1,0,0,4,0,dad4b285
519,Fabio Vieira,pt POR,MF,Arsenal,22-345,2000,20,3,477,5.3,1,2,3,1,0,0,0,0,6412cc03
520,Matías Viña,uy URU,DF,Bournemouth,25-182,1997,9,4,339,3.8,2,0,2,2,0,0,1,0,08eb3b58
521,Rúben Vinagre,pt POR,DFMF,Everton,24-031,1999,2,0,26,0.3,0,0,0,0,0,0,0,0,b937e490
522,Carlos Vinícius,br BRA,FW,Fulham,28-046,1995,26,10,1034,11.5,4,2,6,4,0,0,3,0,8b529245
523,Theo Walcott,eng ENG,FWMF,Southampton,34-055,1989,17,10,902,10.0,2,1,3,2,0,0,1,0,1ecb65be
524,Kyle Walker,eng ENG,DF,Manchester City,32-347,1990,23,18,1598,17.8,0,0,0,0,0,0,3,0,86dd77d1
525,Kyle Walker-Peters,eng ENG,DF,Southampton,26-027,1997,28,27,2380,26.4,1,0,1,1,0,0,4,0,984a5a64
526,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25-165,1997,16,13,1165,12.9,0,0,0,0,0,0,2,0,9e525177
527,Danny Ward,wls WAL,GK,Leicester City,29-322,1993,26,26,2340,26.0,0,0,0,0,0,0,0,0,d3ce0e89
528,Joel Ward,eng ENG,DF,Crystal Palace,33-193,1989,25,21,1986,22.1,0,0,0,0,0,0,6,0,8a7ff278
529,James Ward-Prowse,eng ENG,MF,Southampton,28-190,1994,35,35,3105,34.5,8,3,11,6,2,4,5,0,3515d404
530,Ollie Watkins,eng ENG,FW,Aston Villa,27-131,1995,34,33,2862,31.8,14,6,20,13,1,1,3,0,aed3a70f
531,Adam Webster,eng ENG,DF,Brighton,28-126,1995,26,22,1921,21.3,0,0,0,0,0,0,2,0,c40b6180
532,Wout Weghorst,nl NED,FWMF,Manchester Utd,30-276,1992,14,10,727,8.1,0,1,1,0,0,0,1,0,c4e87b8b
533,Danny Welbeck,eng ENG,FW,Brighton,32-165,1990,27,19,1668,18.5,6,3,9,6,0,0,0,0,ce5143da
534,Ben White,eng ENG,DF,Arsenal,25-214,1997,35,33,2785,30.9,2,5,7,2,0,0,5,0,35e413f1
535,Harvey White,eng ENG,MF,Tottenham,21-233,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,4d90ce8c
536,Joseph Whitworth,eng ENG,GK,Crystal Palace,19-070,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,3f847d95
537,Neco Williams,wls WAL,DF,Nott'ham Forest,22-027,2001,31,20,1882,20.9,1,0,1,1,0,0,7,0,dd323728
538,Willian,br BRA,FW,Fulham,34-274,1988,24,22,1869,20.8,5,3,8,5,0,0,2,0,8b9ebd03
539,Joe Willock,eng ENG,MF,Newcastle Utd,23-263,1999,33,29,2413,26.8,3,6,9,3,0,0,1,0,a3b03921
540,Callum Wilson,eng ENG,FW,Newcastle Utd,31-072,1992,27,18,1626,18.1,15,4,19,14,1,1,3,0,c596fcb0
541,Harry Wilson,wls WAL,FW,Fulham,26-049,1997,26,10,879,9.8,2,2,4,2,0,0,1,0,c6dc9ecd
542,Yoane Wissa,cd COD,FW,Brentford,26-249,1996,35,13,1354,15.0,5,2,7,5,0,0,2,0,2500cef9
543,Maximilian Wöber,at AUT,DF,Leeds United,25-095,1998,13,11,1027,11.4,0,0,0,0,0,0,2,0,4b803b3c
544,Chris Wood,nz NZL,FW,Newcastle Utd,31-154,1991,18,4,446,5.0,2,0,2,1,1,1,0,0,4e9a0555
545,Chris Wood,nz NZL,FW,Nott'ham Forest,31-154,1991,7,5,372,4.1,1,0,1,1,0,0,0,0,4e9a0555
546,Joe Worrall,eng ENG,DF,Nott'ham Forest,26-120,1997,27,18,1954,21.7,1,0,1,1,0,0,6,0,a5212312
547,Granit Xhaka,ch SUI,MF,Arsenal,30-225,1992,34,33,2798,31.1,5,7,12,5,0,0,4,0,e61b8aee
548,Ryan Yates,eng ENG,MF,Nott'ham Forest,25-170,1997,23,18,1573,17.5,0,2,2,0,0,0,4,0,c1fe2a48
549,Ashley Young,eng ENG,DF,Aston Villa,37-305,1985,27,22,1908,21.2,1,0,1,1,0,0,5,0,be927d03
550,Illia Zabarnyi,ua UKR,DF,Bournemouth,20-251,2002,2,0,29,0.3,0,0,0,0,0,0,0,0,88968486
551,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,30-181,1992,26,26,2238,24.9,7,2,9,7,0,2,5,0,b2bc3b1f
552,Denis Zakaria,ch SUI,MF,Chelsea,26-171,1996,7,5,411,4.6,0,0,0,0,0,0,0,0,384d58d9
553,Jordan Zemura,zw ZIM,DF,Bournemouth,23-177,1999,19,17,1454,16.2,0,1,1,0,0,0,1,0,e8271ad9
554,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26-146,1996,27,26,2118,23.5,1,2,3,1,0,0,3,0,51cf8561
555,Hakim Ziyech,ma MAR,FWMF,Chelsea,30-052,1993,16,6,634,7.0,0,2,2,0,0,0,1,0,6622454d
556,Kurt Zouma,fr FRA,DF,West Ham,28-195,1994,24,23,1944,21.6,2,0,2,2,0,0,0,0,ce4246f5
557,Martin Ødegaard,no NOR,MF,Arsenal,24-144,1998,34,34,2887,32.1,15,7,22,15,0,0,4,0,79300479
