Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp_percentage,TotDist,PrgDist,short_Cmp,short_Att,short_Cmp_percentage,medium_Cmp,medium_Att,medium_Cmp_percentage,Long_Cmp,Long_Att,Long_Cmp_percentage,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
245,Ben Johnson,eng ENG,DF,West Ham,23-106,2000,8.6,355,481,73.8,6255,2265,158,182,86.8,159,193,82.4,31,78,39.7,0,0.2,0.4,-0.2,3,24,9,4,37,Matches,9319781b
246,Brennan Johnson,wls WAL,FWMF,Nott'ham Forest,21-352,2001,31.4,283,491,57.6,4103,808,151,216,69.9,99,172,57.6,15,34,44.1,3,3.2,1.9,-0.2,28,12,18,6,30,Matches,0cd31129
247,Sam Johnstone,eng ENG,GK,Crystal Palace,30-046,1993,6.0,141,199,70.9,3637,2351,24,24,100.0,80,81,98.8,37,93,39.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches,9e5708be
248,Curtis Jones,eng ENG,MF,Liverpool,22-100,2001,9.3,489,544,89.9,7267,1548,271,290,93.4,184,195,94.4,20,26,76.9,1,0.9,1.1,+0.1,10,40,11,1,56,Matches,4fb9c88f
249,Jorginho,it ITA,MF,Arsenal,31-141,1991,6.8,453,526,86.1,7475,2182,204,227,89.9,204,228,89.5,32,46,69.6,1,0.2,0.5,+0.8,5,54,10,0,70,Matches,45db685d
250,Jorginho,it ITA,MF,Chelsea,31-141,1991,14.2,749,884,84.7,11991,3508,379,421,90.0,301,348,86.5,51,74,68.9,0,0.4,0.4,-0.4,7,87,9,0,80,Matches,45db685d
251,Mateo Joseph,eng ENG,FWMF,Leeds United,19-203,2003,0.3,2,3,66.7,13,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,6ad43f9a
252,Diogo Jota,pt POR,FW,Liverpool,26-157,1996,11.1,252,340,74.1,3375,777,155,195,79.5,71,92,77.2,9,18,50.0,4,2.1,1.6,+1.9,17,25,7,1,28,Matches,178ae8f8
253,Hamed Junior Traorè,ci CIV,FWMF,Bournemouth,23-083,2000,4.7,109,178,61.2,1850,775,55,72,76.4,35,56,62.5,13,33,39.4,0,1.1,1.1,-1.1,14,11,10,3,26,Matches,570bb4b9
254,James Justin,eng ENG,DF,Leicester City,25-076,1998,13.9,667,819,81.4,10404,3063,371,408,90.9,239,282,84.8,39,81,48.1,0,0.3,0.5,-0.3,7,48,12,7,47,Matches,fb614c44
255,Mathias Jørgensen,dk DEN,DF,Brentford,33-017,1990,11.1,359,453,79.2,6109,2756,161,182,88.5,176,217,81.1,17,44,38.6,0,0.1,0.1,-0.1,1,29,0,0,33,Matches,0db5d2c8
256,Sasa Kalajdzic,at AUT,FW,Wolves,25-307,1997,0.5,2,4,50.0,26,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,15f24fe7
257,Boubacar Kamara,fr FRA,MF,Aston Villa,23-168,1999,17.5,747,881,84.8,12309,3633,370,413,89.6,280,308,90.9,65,91,71.4,1,0.8,0.7,+0.2,7,58,6,0,80,Matches,cc77354e
258,Harry Kane,eng ENG,FW,Tottenham,29-286,1993,34.8,579,833,69.5,11062,3983,263,338,77.8,206,263,78.3,93,150,62.0,3,6.8,3.8,-3.8,55,90,46,6,169,Matches,21a66f6a
259,N'Golo Kanté,fr FRA,MF,Chelsea,32-042,1991,5.8,271,338,80.2,3935,1033,168,190,88.4,84,100,84.0,12,24,50.0,1,1.9,0.8,-0.9,13,23,11,3,34,Matches,b9fbae28
260,Michael Keane,eng ENG,DF,Everton,30-119,1993,10.3,276,399,69.2,5372,2703,97,125,77.6,139,168,82.7,37,87,42.5,1,0.3,0.2,+0.7,2,30,0,0,27,Matches,c5b7c315
261,Neeskens Kebano,cd COD,FW,Fulham,31-061,1992,8.3,153,208,73.6,2061,515,91,104,87.5,43,58,74.1,6,12,50.0,3,1.5,0.9,+1.5,13,2,9,3,24,Matches,18b999f4
262,Thilo Kehrer,de GER,DF,West Ham,26-231,1996,23.3,856,1033,82.9,15010,5473,367,419,87.6,417,469,88.9,62,111,55.9,2,0.6,0.8,+1.4,8,55,4,1,56,Matches,51dbeea9
263,Naby Keïta,gn GUI,MF,Liverpool,28-089,1995,3.3,129,168,76.8,1820,590,75,87,86.2,43,54,79.6,6,8,75.0,0,0.7,0.2,-0.7,8,15,2,0,15,Matches,f25c8e3a
264,Lloyd Kelly,eng ENG,DF,Bournemouth,24-216,1998,19.7,773,967,79.9,14687,6064,278,309,90.0,393,437,89.9,87,185,47.0,2,0.4,0.7,+1.6,6,66,7,2,39,Matches,f31def1e
265,Max Kilman,eng ENG,DF,Wolves,25-352,1997,35.0,1659,1996,83.1,32888,11716,548,594,92.3,912,988,92.3,179,362,49.4,0,0.1,0.6,-0.1,2,126,7,2,118,Matches,d0f72bf1
266,Jakub Kiwior,pl POL,DF,Arsenal,23-084,2000,2.2,84,93,90.3,1521,427,23,24,95.8,52,54,96.3,6,10,60.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,dc3e663e
267,Mateusz Klich,pl POL,MFFW,Leeds United,32-331,1990,3.1,108,148,73.0,1411,387,61,69,88.4,28,34,82.4,5,17,29.4,0,0.2,0.2,-0.2,5,6,5,0,16,Matches,282679b4
268,Robin Koch,de GER,DF,Leeds United,26-297,1996,32.3,1161,1502,77.3,22672,10245,372,441,84.4,646,745,86.7,129,267,48.3,0,0.1,0.3,-0.1,2,109,5,0,97,Matches,ea6bc03a
269,Ibrahima Konaté,fr FRA,DF,Liverpool,23-350,1999,15.2,891,1016,87.7,15915,6299,347,381,91.1,476,519,91.7,53,95,55.8,0,0.1,0.7,-0.1,1,47,2,0,51,Matches,5ed9b537
270,Ezri Konsa,eng ENG,DF,Aston Villa,25-199,1997,33.9,1578,1783,88.5,28817,9727,571,623,91.7,881,939,93.8,112,187,59.9,0,1.3,0.7,-1.3,8,68,4,2,54,Matches,0313a347
271,Kalidou Koulibaly,sn SEN,DF,Chelsea,31-324,1991,19.9,1270,1465,86.7,22340,8984,561,595,94.3,593,650,91.2,96,175,54.9,1,0.4,0.4,+0.6,7,83,9,1,81,Matches,da974c7b
272,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,33-140,1989,9.3,174,233,74.7,2696,763,87,117,74.4,55,66,83.3,17,23,73.9,0,0.7,0.3,-0.7,6,11,2,0,18,Matches,8d3c902d
273,Mateo Kovačić,hr CRO,MF,Chelsea,29-004,1994,18.2,1086,1267,85.7,17889,5439,529,586,90.3,453,502,90.2,75,118,63.6,2,2.1,2.0,-0.1,23,151,23,1,150,Matches,79c0821a
274,Emil Krafth,se SWE,DF,Newcastle Utd,28-281,1994,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,77cf6852
275,Dejan Kulusevski,se SWE,MFFW,Tottenham,23-015,2000,21.1,532,681,78.1,7460,1830,321,374,85.8,165,205,80.5,24,47,51.1,6,4.1,4.5,+1.9,41,14,32,11,59,Matches,df3cda47
276,Layvin Kurzawa,fr FRA,DF,Fulham,30-248,1992,1.5,28,41,68.3,408,135,12,13,92.3,14,19,73.7,0,3,0.0,0,0.0,0.0,0.0,0,1,1,1,2,Matches,41e7ef1c
277,Adam Lallana,eng ENG,MFFW,Brighton,35-000,1988,8.0,262,317,82.6,3033,656,173,194,89.2,57,74,77.0,6,9,66.7,1,1.0,1.2,0.0,14,23,9,1,33,Matches,99813635
278,Tariq Lamptey,gh GHA,DF,Brighton,22-222,2000,5.0,239,302,79.1,3509,854,130,149,87.2,96,116,82.8,5,21,23.8,0,0.2,0.7,-0.2,4,14,8,5,26,Matches,f4e433d4
279,Manuel Lanzini,ar ARG,MFFW,West Ham,30-084,1993,1.7,83,100,83.0,1280,295,42,50,84.0,32,35,91.4,5,9,55.6,0,0.0,0.1,0.0,0,7,2,0,14,Matches,26f6dca8
280,Aymeric Laporte,es ESP,DF,Manchester City,28-348,1994,8.2,651,704,92.5,10514,3144,339,356,95.2,264,281,94.0,38,51,74.5,0,0.2,0.4,-0.2,4,65,6,0,66,Matches,119b9a8e
281,Juan Larios,es ESP,DF,Southampton,19-118,2004,1.7,63,82,76.8,881,326,40,46,87.0,21,27,77.8,2,4,50.0,0,0.0,0.0,0.0,0,5,0,0,4,Matches,cf7fb13a
282,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,29-180,1993,2.4,79,93,84.9,1445,580,29,34,85.3,40,44,90.9,7,11,63.6,0,0.0,0.0,0.0,0,4,0,0,3,Matches,450ab6fc
283,Roméo Lavia,be BEL,MF,Southampton,19-124,2004,22.1,786,913,86.1,13640,3643,349,386,90.4,359,392,91.6,64,87,73.6,0,0.6,0.6,-0.6,16,92,9,0,97,Matches,ecad9aa5
284,Dexter Lembikisa,jm JAM,DF,Wolves,19-187,2003,0.3,10,13,76.9,180,73,5,5,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,Matches,0bdda685
285,Mario Lemina,ga GAB,MF,Wolves,29-251,1993,12.4,465,539,86.3,8229,2304,201,225,89.3,214,233,91.8,43,61,70.5,1,0.3,0.4,+0.7,3,29,5,1,38,Matches,2b471f99
286,Clément Lenglet,fr FRA,DF,Tottenham,27-327,1995,19.4,1101,1265,87.0,20453,7365,420,433,97.0,554,609,91.0,110,186,59.1,2,0.6,0.8,+1.4,6,70,10,5,76,Matches,4f28a6ff
287,Bernd Leno,de GER,GK,Fulham,31-067,1992,33.0,984,1251,78.7,24128,14673,207,207,100.0,570,574,99.3,205,466,44.0,0,0.0,0.0,0.0,1,11,0,0,0,Matches,2628fd2b
288,Jefferson Lerma,co COL,MF,Bournemouth,28-197,1994,33.1,1180,1453,81.2,18519,6653,609,698,87.2,466,538,86.6,68,135,50.4,0,2.2,2.9,-2.2,17,114,23,2,132,Matches,9b5ce51a
289,Jamal Lewis,nir NIR,DF,Newcastle Utd,25-105,1998,0.1,10,12,83.3,163,71,2,2,100.0,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,efb9215a
290,Rico Lewis,eng ENG,DFMF,Manchester City,18-170,2004,7.0,478,518,92.3,6956,1135,290,304,95.4,162,173,93.6,15,19,78.9,0,1.2,1.2,-1.2,8,33,8,3,42,Matches,b57e066e
291,Keane Lewis-Potter,eng ENG,FWMF,Brentford,22-077,2001,3.6,49,86,57.0,600,118,33,50,66.0,12,17,70.6,1,10,10.0,1,1.2,0.3,-0.2,5,2,3,1,6,Matches,41f08ac8
292,Victor Lindelöf,se SWE,DF,Manchester Utd,28-297,1994,11.2,657,707,92.9,11770,3669,224,240,93.3,382,394,97.0,39,57,68.4,0,0.0,0.1,0.0,0,26,1,0,27,Matches,f5deef4c
293,Jesse Lingard,eng ENG,FWMF,Nott'ham Forest,30-146,1992,10.3,236,297,79.5,3558,897,121,137,88.3,88,104,84.6,14,28,50.0,0,0.7,0.5,-0.7,11,27,7,1,33,Matches,810e3c74
294,Diego Llorente,es ESP,DF,Leeds United,29-267,1993,7.2,356,429,83.0,6969,2284,118,130,90.8,203,228,89.0,33,59,55.9,0,0.0,0.0,0.0,0,17,0,0,27,Matches,bba30585
295,Hugo Lloris,fr FRA,GK,Tottenham,36-135,1986,24.5,561,728,77.1,13442,8398,174,177,98.3,241,242,99.6,146,305,47.9,0,0.0,0.0,0.0,0,13,0,0,0,Matches,8f62b6ee
296,Renan Lodi,br BRA,DF,Nott'ham Forest,25-032,1998,22.1,556,829,67.1,9657,3220,262,311,84.2,233,325,71.7,50,143,35.0,0,0.7,0.9,-0.7,9,25,13,7,30,Matches,ed9f7cfe
297,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,27-107,1996,14.9,678,798,85.0,10036,2518,407,458,88.9,229,256,89.5,29,37,78.4,0,1.3,1.6,-1.3,12,69,14,1,74,Matches,e97fd090
298,Sean Longstaff,eng ENG,MF,Newcastle Utd,25-192,1997,27.0,899,1113,80.8,14770,4111,449,515,87.2,344,397,86.6,76,124,61.3,4,3.3,2.5,+0.7,22,77,20,5,112,Matches,a2b105e0
299,Jamal Lowe,jm JAM,MFFW,Bournemouth,28-293,1994,0.1,2,4,50.0,18,3,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches,b2856bc0
300,Douglas Luiz,br BRA,MF,Aston Villa,25-001,1998,29.6,1370,1657,82.7,24146,5767,567,630,90.0,605,697,86.8,141,246,57.3,5,3.8,2.6,+1.2,40,105,17,3,131,Matches,6f7d826d
301,Saša Lukić,rs SRB,MF,Fulham,26-270,1996,3.7,164,187,87.7,2747,529,72,80,90.0,81,89,91.0,10,14,71.4,0,0.0,0.1,0.0,0,18,1,0,11,Matches,c6e8cf1f
302,Lyanco,br BRA,DF,Southampton,26-098,1997,10.1,320,456,70.2,6075,2177,119,138,86.2,155,205,75.6,35,93,37.6,0,0.4,0.1,-0.4,3,29,3,1,31,Matches,b5bf1770
303,Alexis Mac Allister,ar ARG,MF,Brighton,24-137,1998,28.2,1415,1640,86.3,22419,5585,755,827,91.3,527,579,91.0,94,134,70.1,1,3.7,3.9,-2.7,38,134,28,1,155,Matches,83d074ff
304,James Maddison,eng ENG,MFFW,Leicester City,26-168,1996,25.1,771,1049,73.5,13211,4002,375,435,86.2,283,372,76.1,86,169,50.9,9,9.2,5.5,-0.2,67,108,26,3,144,Matches,ee38d9c5
305,Noni Madueke,eng ENG,FW,Chelsea,21-061,2002,4.2,134,173,77.5,1778,420,82,96,85.4,40,53,75.5,5,8,62.5,0,0.3,0.3,-0.3,7,7,7,0,21,Matches,bf34eebd
306,Harry Maguire,eng ENG,DF,Manchester Utd,30-066,1993,7.4,439,514,85.4,8864,2656,134,148,90.5,243,269,90.3,55,87,63.2,0,0.0,0.1,0.0,1,29,0,0,24,Matches,d8931174
307,Riyad Mahrez,dz ALG,FWMF,Manchester City,32-078,1991,17.5,828,1001,82.7,13762,2381,425,474,89.7,317,369,85.9,73,120,60.8,9,6.5,4.7,+2.5,45,34,30,6,66,Matches,892d5bb1
308,Kobbie Mainoo,eng ENG,MF,Manchester Utd,18-021,2005,0.1,7,8,87.5,83,31,5,6,83.3,2,2,100.0,0,0,,0,0.0,0.1,0.0,0,1,1,0,1,Matches,c6220452
309,Ainsley Maitland-Niles,eng ENG,DFMF,Southampton,25-254,1997,14.7,542,686,79.0,9011,3124,270,313,86.3,210,254,82.7,49,82,59.8,0,0.7,0.7,-0.7,10,52,12,5,55,Matches,e3a5814e
310,Tyrell Malacia,nl NED,DF,Manchester Utd,23-266,1999,14.0,629,731,86.0,9224,2642,390,420,92.9,179,204,87.7,35,60,58.3,0,0.4,0.5,-0.4,6,34,5,0,39,Matches,6b6c793c
311,Orel Mangala,be BEL,MF,Nott'ham Forest,25-053,1998,14.4,374,466,80.3,5620,1551,208,236,88.1,136,163,83.4,20,39,51.3,0,0.1,0.1,-0.1,2,31,2,0,34,Matches,a572e291
312,Javier Manquillo,es ESP,DF,Newcastle Utd,29-005,1994,0.4,23,27,85.2,381,114,13,14,92.9,8,10,80.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,4,Matches,758dd7f0
313,Sekou Mara,fr FRA,FWMF,Southampton,20-284,2002,5.8,66,101,65.3,858,162,42,55,76.4,14,17,82.4,4,7,57.1,2,0.8,0.3,+1.2,6,6,2,0,7,Matches,3544641e
314,Solly March,eng ENG,FWDF,Brighton,28-294,1994,30.2,951,1312,72.5,17051,4026,443,526,84.2,367,481,76.3,113,208,54.3,7,8.4,6.3,-1.4,67,63,52,15,135,Matches,bb5fbd2b
315,Emiliano Marcondes,dk DEN,MF,Bournemouth,28-062,1995,0.1,1,1,100.0,56,37,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,4d960fc3
316,Marquinhos,br BRA,MF,Arsenal,20-033,2003,0.0,2,3,66.7,34,5,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,59878425
317,Anthony Martial,fr FRA,FW,Manchester Utd,27-156,1995,8.5,205,248,82.7,2549,740,139,155,89.7,48,57,84.2,6,11,54.5,2,1.3,1.3,+0.7,9,13,10,0,29,Matches,8b788c01
318,Martinelli,br BRA,FW,Arsenal,21-326,2001,30.8,831,1104,75.3,12936,2607,445,525,84.8,295,356,82.9,61,122,50.0,5,9.1,7.0,-4.1,59,33,43,10,94,Matches,48a5a5d6
319,Emiliano Martínez,ar ARG,GK,Aston Villa,30-250,1992,31.9,948,1256,75.5,24934,16403,196,197,99.5,489,495,98.8,261,556,46.9,0,0.3,0.3,-0.3,2,17,0,0,0,Matches,7956236f
320,Lisandro Martínez,ar ARG,DF,Manchester Utd,25-112,1998,23.5,1330,1528,87.0,23895,8188,532,568,93.7,683,728,93.8,96,193,49.7,0,0.3,1.0,-0.3,6,92,5,0,83,Matches,bac46a10
321,Pape Matar Sarr,sn SEN,MF,Tottenham,20-238,2002,2.2,129,141,91.5,1928,380,64,67,95.5,56,59,94.9,3,7,42.9,0,0.0,0.0,0.0,1,8,0,0,11,Matches,feb5d972
322,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25-316,1997,8.2,98,142,69.0,1118,139,66,88,75.0,19,27,70.4,3,4,75.0,0,0.6,0.1,-0.6,5,4,0,0,6,Matches,50e6dc35
323,Joël Matip,cm CMR,DF,Liverpool,31-275,1991,11.1,705,816,86.4,12796,4255,276,315,87.6,363,394,92.1,57,84,67.9,0,0.3,0.4,-0.3,3,47,7,0,55,Matches,b217ef29
324,Neal Maupay,fr FRA,FW,Everton,26-269,1996,11.8,180,241,74.7,2371,198,117,142,82.4,48,61,78.7,6,8,75.0,0,0.6,0.2,-0.6,7,7,2,0,10,Matches,4bcf39f6
325,Kevin Mbabu,ch SUI,DFFW,Fulham,28-021,1995,1.6,68,94,72.3,1051,383,40,43,93.0,24,35,68.6,4,9,44.4,1,0.4,0.4,+0.6,2,4,5,3,8,Matches,493924a7
326,Bryan Mbeumo,cm CMR,FW,Brentford,23-276,1999,29.3,584,893,65.4,9318,2847,333,408,81.6,167,262,63.7,63,133,47.4,6,6.1,4.7,-0.1,45,31,42,13,80,Matches,6afaebf2
327,James McArthur,sct SCO,MF,Crystal Palace,35-215,1987,0.2,17,22,77.3,244,37,9,11,81.8,7,8,87.5,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,cee31595
328,Alex McCarthy,eng ENG,GK,Southampton,33-158,1989,3.0,81,121,66.9,1893,1310,21,21,100.0,39,39,100.0,20,58,34.5,0,0.0,0.0,0.0,0,3,0,0,0,Matches,36c2ca73
329,John McGinn,sct SCO,MFFW,Aston Villa,28-204,1994,26.9,742,949,78.2,13366,4405,342,396,86.4,284,343,82.8,96,155,61.9,3,2.6,3.2,+0.4,18,103,19,5,122,Matches,90f91999
330,Scott McKenna,sct SCO,DF,Nott'ham Forest,26-179,1996,17.5,569,727,78.3,11331,4319,163,195,83.6,334,394,84.8,66,122,54.1,0,1.0,0.4,-1.0,8,35,3,1,35,Matches,4e5a4cbc
331,Weston McKennie,us USA,MF,Leeds United,24-255,1998,13.4,412,544,75.7,6650,2307,215,268,80.2,135,168,80.4,40,64,62.5,0,0.5,0.5,-0.5,11,44,15,3,72,Matches,01c3aff5
332,Dwight McNeil,eng ENG,FWMF,Everton,23-169,1999,24.8,555,839,66.2,9316,2904,288,339,85.0,174,238,73.1,68,167,40.7,3,5.0,4.4,-2.0,41,37,23,12,61,Matches,fc15fb84
333,Scott McTominay,sct SCO,MF,Manchester Utd,26-153,1996,12.5,340,412,82.5,5241,1472,186,215,86.5,116,135,85.9,25,34,73.5,0,0.5,1.0,-0.5,7,30,5,1,30,Matches,d93c2511
334,Ben Mee,eng ENG,DF,Brentford,33-231,1989,33.3,1224,1613,75.9,23471,9638,464,547,84.8,596,725,82.2,153,293,52.2,0,0.3,0.7,-0.3,5,79,7,1,79,Matches,8df7a2fb
335,Edouard Mendy,sn SEN,GK,Chelsea,31-070,1992,8.5,213,268,79.5,4987,3402,69,69,100.0,87,88,98.9,53,107,49.5,0,0.0,0.0,0.0,0,4,0,0,0,Matches,33887998
336,Nampalys Mendy,sn SEN,MF,Leicester City,30-321,1992,8.2,357,408,87.5,5500,1124,186,201,92.5,142,155,91.6,19,26,73.1,0,0.0,0.1,0.0,2,20,3,0,28,Matches,1598599e
337,Chris Mepham,wls WAL,DF,Bournemouth,25-186,1997,23.4,828,988,83.8,15522,5452,291,326,89.3,459,503,91.3,71,133,53.4,0,0.2,0.6,-0.2,4,41,2,0,40,Matches,fed96827
338,Illan Meslier,fr FRA,GK,Leeds United,23-069,2000,34.0,664,1039,63.9,16770,10937,144,148,97.3,354,359,98.6,162,523,31.0,0,0.0,0.0,0.0,0,13,1,0,0,Matches,6b625ac2
339,Alexander Mighten,eng ENG,FW,Nott'ham Forest,21-029,2002,0.1,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,10ec4169
340,Luka Milivojević,rs SRB,MF,Crystal Palace,32-033,1991,5.7,207,260,79.6,3587,1136,89,101,88.1,89,107,83.2,20,37,54.1,0,0.2,0.2,-0.2,2,17,2,1,20,Matches,2ce2508a
341,James Milner,eng ENG,MFDF,Liverpool,37-126,1986,8.7,476,619,76.9,8468,2901,216,239,90.4,202,238,84.9,47,103,45.6,1,0.8,1.6,+0.2,11,50,13,4,59,Matches,2f90f6b8
342,Yerry Mina,co COL,DF,Everton,28-229,1994,3.6,171,191,89.5,3007,1051,60,65,92.3,100,109,91.7,7,12,58.3,0,0.0,0.0,0.0,0,10,0,0,7,Matches,6d5701f2
343,Tyrone Mings,eng ENG,DF,Aston Villa,30-058,1993,32.0,1535,1799,85.3,29552,11267,500,551,90.7,869,933,93.1,149,277,53.8,2,1.4,0.9,+0.6,5,97,6,0,105,Matches,8397a50c
344,Tyrick Mitchell,eng ENG,DF,Crystal Palace,23-251,1999,29.1,1032,1447,71.3,16418,7661,534,635,84.1,432,570,75.8,50,158,31.6,2,1.1,1.2,+0.9,13,78,19,8,93,Matches,5cbd1eb0
345,Kaoru Mitoma,jp JPN,FW,Brighton,25-355,1997,21.5,686,861,79.7,9473,2103,447,502,89.0,188,239,78.7,28,48,58.3,4,5.7,4.6,-1.7,34,43,25,1,79,Matches,74618572
346,Aleksandar Mitrović,rs SRB,FW,Fulham,28-236,1994,20.1,270,449,60.1,4300,877,154,231,66.7,78,122,63.9,30,48,62.5,1,2.1,1.1,-1.1,15,25,8,1,41,Matches,3925dbd6
347,Kieffer Moore,wls WAL,FW,Bournemouth,30-275,1992,13.2,200,339,59.0,2795,471,111,179,62.0,59,90,65.6,11,19,57.9,0,0.3,0.5,-0.3,4,16,6,0,22,Matches,01ce9e70
348,Andrew Moran,ie IRL,FW,Brighton,19-207,2003,0.1,1,2,50.0,13,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,c4720845
349,Álex Moreno,es ESP,DF,Aston Villa,29-336,1993,13.6,544,697,78.0,7974,2415,299,351,85.2,205,252,81.3,21,38,55.3,3,2.6,2.2,+0.4,21,14,24,11,31,Matches,16e9d0ea
350,Mason Mount,eng ENG,MFFW,Chelsea,24-120,1999,18.3,585,778,75.2,8688,2236,350,409,85.6,165,216,76.4,44,84,52.4,2,3.0,2.8,-1.0,30,55,27,5,98,Matches,9674002f
351,Lucas Moura,br BRA,MFDF,Tottenham,30-270,1992,1.4,48,71,67.6,659,218,30,41,73.2,17,22,77.3,0,1,0.0,0,0.3,0.3,-0.3,3,3,5,1,10,Matches,2b622f01
352,João Moutinho,pt POR,MF,Wolves,36-244,1986,19.8,850,1057,80.4,15648,4124,323,362,89.2,412,480,85.8,91,147,61.9,2,2.6,1.9,-0.6,36,105,23,4,132,Matches,f5a00fa4
353,Divin Mubama,eng ENG,FW,West Ham,18-197,2004,0.0,1,1,100.0,14,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,92868cb5
354,Mykhailo Mudryk,ua UKR,FW,Chelsea,22-125,2001,6.4,143,195,73.3,1847,582,93,114,81.6,32,43,74.4,7,21,33.3,2,0.7,1.1,+1.3,8,10,10,0,19,Matches,049a888d
355,Jacob Murphy,eng ENG,FW,Newcastle Utd,28-075,1995,13.5,290,438,66.2,4456,1232,172,212,81.1,88,129,68.2,18,40,45.0,2,2.8,3.1,-0.8,19,20,26,4,57,Matches,de112b84
356,Enock Mwepu,zm ZAM,FWMF,Brighton,25-129,1998,2.4,61,78,78.2,819,126,42,50,84.0,15,17,88.2,3,5,60.0,1,0.5,0.2,+0.5,3,5,2,0,6,Matches,1d5cab82
357,Vitaliy Mykolenko,ua UKR,DF,Everton,23-346,1999,29.5,966,1292,74.8,15199,5874,509,585,87.0,365,477,76.5,63,147,42.9,0,1.2,0.9,-1.2,19,84,21,11,100,Matches,30d4a2e5
358,Keylor Navas,cr CRC,GK,Nott'ham Forest,36-146,1986,15.0,290,482,60.2,9737,7816,27,27,100.0,129,130,99.2,134,320,41.9,0,0.0,0.0,0.0,0,6,0,0,1,Matches,ecada4fc
359,Wilfred Ndidi,ng NGA,MFDF,Leicester City,26-145,1996,17.0,735,866,84.9,11246,2775,379,410,92.4,300,342,87.7,30,65,46.2,0,0.1,0.2,-0.1,3,48,0,0,50,Matches,6b47c5db
360,Reiss Nelson,eng ENG,FW,Arsenal,23-151,1999,1.7,82,98,83.7,1068,161,50,55,90.9,23,28,82.1,3,5,60.0,2,0.6,0.4,+1.4,7,1,4,2,4,Matches,c5bdb6e3
361,Neto,br BRA,GK,Bournemouth,33-295,1989,24.5,457,750,60.9,14477,11757,95,97,97.9,156,162,96.3,199,483,41.2,0,0.0,0.0,0.0,0,14,2,0,0,Matches,a9dc785c
362,Pedro Neto,pt POR,FWMF,Wolves,23-062,2000,10.2,269,362,74.3,4262,990,159,178,89.3,78,112,69.6,25,50,50.0,0,2.1,1.6,-2.1,19,13,9,4,24,Matches,7ba2eaa9
363,Rúben Neves,pt POR,MF,Wolves,26-058,1997,31.1,1617,1957,82.6,34383,9359,531,585,90.8,775,863,89.8,295,441,66.9,1,1.4,1.3,-0.4,28,190,13,1,203,Matches,44bfb6c5
364,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27-063,1996,9.9,209,296,70.6,4188,2057,72,77,93.5,105,144,72.9,31,63,49.2,0,0.1,0.1,-0.1,1,12,0,0,11,Matches,00242715
365,Rasmus Nissen,dk DEN,DF,Leeds United,25-303,1997,18.8,647,925,69.9,10593,4548,321,389,82.5,270,365,74.0,42,111,37.8,1,1.0,0.9,0.0,8,51,16,2,69,Matches,39769cff
366,Eddie Nketiah,eng ENG,FW,Arsenal,23-345,1999,11.5,193,242,79.8,2708,337,123,143,86.0,56,66,84.8,7,10,70.0,1,1.2,1.3,-0.2,8,7,6,0,15,Matches,a53649b7
367,Matheus Nunes,pt POR,MF,Wolves,24-256,1998,25.7,756,957,79.0,13830,2767,358,422,84.8,269,314,85.7,108,159,67.9,1,2.2,1.1,-1.2,26,68,16,5,79,Matches,e6af02e0
368,Darwin Núñez,uy URU,FW,Liverpool,23-320,1999,18.8,258,401,64.3,3922,852,130,184,70.7,80,117,68.4,21,30,70.0,3,5.4,2.8,-2.4,28,11,12,1,29,Matches,4d77b365
369,Ethan Nwaneri,eng ENG,FW,Arsenal,16-050,2007,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,7f94982c
