Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
390,Nathan Patterson,sct SCO,DFMF,Everton,21-206,2001,12.9,45,20,30,12,3,21,23,4,19,14,59,43,0,230f0471
391,Ben Pearson,eng ENG,MF,Bournemouth,28-126,1995,3.2,7,3,3,3,1,2,4,0,4,2,9,6,0,a6b461e7
392,Facundo Pellistri,uy URU,FWMF,Manchester Utd,21-141,2001,0.6,0,0,0,0,0,0,0,0,0,0,0,3,0,ac7e7b1c
393,Andreas Pereira,br BRA,MF,Fulham,27-129,1996,29.9,18,9,3,6,9,25,21,3,18,6,24,8,0,6639e500
394,Ricardo Pereira,pt POR,DFMF,Leicester City,29-216,1993,4.3,8,5,6,2,0,9,5,1,4,4,12,16,0,75a72a99
395,Ayoze Pérez,es ESP,MFFW,Leicester City,29-285,1993,4.2,11,8,5,4,2,11,6,0,6,2,13,3,0,819aa8e7
396,Ivan Perišić,hr CRO,DFMF,Tottenham,34-097,1989,23.3,42,24,25,10,7,20,29,7,22,22,64,49,1,6fe90922
397,Romain Perraud,fr FRA,DF,Southampton,25-230,1997,20.4,54,33,23,23,8,24,24,6,18,20,74,42,0,6dfd8f05
398,Máximo Perrone,ar ARG,MF,Manchester City,20-123,2003,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,53552942
399,Kalvin Phillips,eng ENG,MF,Manchester City,27-159,1995,1.2,5,4,2,3,0,3,3,1,2,2,7,5,0,4f565d77
400,Nathaniel Phillips,eng ENG,DF,Liverpool,26-050,1997,0.7,2,1,0,2,0,0,0,0,0,2,4,1,0,515ebe8d
401,Jordan Pickford,eng ENG,GK,Everton,29-064,1994,34.0,0,0,0,0,0,1,0,0,0,4,4,15,3,4806ec67
402,Ethan Pinnock,jm JAM,DF,Brentford,29-346,1993,27.0,47,26,31,10,6,6,34,25,9,33,80,194,2,e541326e
403,Daniel Podence,pt POR,FWMF,Wolves,27-201,1995,18.6,27,17,13,9,5,22,19,0,19,7,34,6,0,7fcc71d8
404,Nick Pope,eng ENG,GK,Newcastle Utd,31-021,1992,33.2,1,0,1,0,0,2,0,0,0,0,1,23,2,4b40d9ca
405,Pedro Porro,es ESP,DFMF,Tottenham,23-239,1999,10.5,22,13,7,13,2,24,17,1,16,12,34,21,1,27d0a506
406,Dennis Praet,be BEL,MFFW,Leicester City,28-361,1994,7.2,12,9,5,6,1,5,12,2,10,5,17,6,0,86695068
407,Isaac Price,nir NIR,MF,Everton,19-226,2003,0.4,0,0,0,0,0,1,1,1,0,0,0,0,0,b9403c99
408,Christian Pulisic,us USA,FWDF,Chelsea,24-234,1998,8.7,11,6,3,6,2,2,7,1,6,4,15,4,0,1bf33a9a
409,Aaron Ramsdale,eng ENG,GK,Arsenal,24-361,1998,35.0,1,1,1,0,0,0,0,0,0,0,1,18,6,466fb2c5
410,Jacob Ramsey,eng ENG,MFFW,Aston Villa,21-347,2001,26.3,65,38,23,32,10,33,46,8,38,22,87,29,0,1544f145
411,Marcus Rashford,eng ENG,FW,Manchester Utd,25-191,1997,30.5,19,9,7,8,4,13,30,4,26,7,26,14,0,a1d5bd30
412,David Raya,es ESP,GK,Brentford,27-237,1995,35.0,0,0,0,0,0,2,1,0,1,1,1,10,2,98ea5115
413,Tim Ream,us USA,DF,Fulham,35-217,1987,32.2,30,16,15,12,3,13,45,24,21,41,71,116,2,28b40c9c
414,Nathan Redmond,eng ENG,DF,Southampton,29-065,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,ab651565
415,Harrison Reed,eng ENG,MF,Fulham,28-103,1995,29.6,42,26,17,20,5,31,51,10,41,18,60,34,0,803ae100
416,Bobby Reid,jm JAM,FWDF,Fulham,30-097,1993,27.1,42,24,14,14,14,18,24,3,21,20,62,28,0,0f7533cd
417,Declan Rice,eng ENG,MF,West Ham,24-116,1999,34.0,78,37,43,31,4,18,43,15,28,62,140,54,0,1c7012b8
418,Chris Richards,us USA,DF,Crystal Palace,23-043,2000,5.0,9,6,8,1,0,2,10,1,9,8,17,31,0,0a3d6d2b
419,Richarlison,br BRA,MFFW,Tottenham,26-000,1997,10.2,21,16,13,5,3,14,14,1,13,5,26,10,0,fa031b34
420,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,26-243,1996,0.5,2,1,2,0,0,1,1,0,1,0,2,4,0,7a1f2c08
421,Matt Ritchie,sct SCO,FWMF,Newcastle Utd,33-242,1989,0.4,1,1,0,1,0,2,0,0,0,1,2,0,0,71ef519e
422,Andrew Robertson,sct SCO,DF,Liverpool,29-060,1994,26.9,37,21,12,16,9,18,31,5,26,18,55,49,3,2e4f5f03
423,Antonee Robinson,us USA,DF,Fulham,25-275,1997,31.3,57,35,40,13,4,19,48,12,36,49,106,79,2,289601e6
424,Joel Robles,es ESP,GK,Leeds United,32-327,1990,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,cda0b317
425,Marc Roca,es ESP,MF,Leeds United,26-165,1996,25.6,66,40,27,34,5,44,34,10,24,23,89,24,2,da27e268
426,Marek Rodák,sk SVK,GK,Fulham,26-148,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,17acc2ed
427,Rodri,es ESP,MF,Manchester City,26-322,1996,30.2,66,41,27,28,11,24,39,14,25,32,98,38,1,6434f10d
428,Rodrigo,es ESP,FWMF,Leeds United,32-065,1991,18.5,21,9,1,14,6,9,14,2,12,6,27,19,1,1fb1c435
429,Mads Roerslev,dk DEN,DF,Brentford,23-320,1999,12.2,21,12,18,3,0,15,14,5,9,9,30,36,0,57c94db2
430,Cristian Romero,ar ARG,DF,Tottenham,25-013,1998,25.3,66,34,40,24,2,16,39,18,21,41,107,100,3,a3d94a58
431,Oriol Romeu,es ESP,MF,Southampton,31-228,1991,0.8,1,0,0,1,0,0,1,0,1,1,2,1,0,4b511457
432,Cristiano Ronaldo,pt POR,FW,Manchester Utd,38-094,1985,5.8,2,2,1,0,1,1,0,0,0,1,3,9,0,dea698d9
433,Connor Ronan,ie IRL,MF,Wolves,25-065,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1b804500
434,Salomón Rondón,ve VEN,FW,Everton,33-236,1989,1.2,0,0,0,0,0,0,1,1,0,0,0,0,0,b318a643
435,Joe Rothwell,eng ENG,MF,Bournemouth,28-119,1995,10.4,19,12,6,12,1,13,13,3,10,9,28,6,0,10a10454
436,Georginio Rutter,fr FRA,FWMF,Leeds United,21-020,2002,2.7,9,8,5,3,1,2,4,0,4,3,12,3,0,c64c01fc
437,José Sá,pt POR,GK,Wolves,30-113,1993,35.0,1,0,1,0,0,0,0,0,0,0,1,10,5,903b6e8b
438,Marcel Sabitzer,at AUT,MF,Manchester Utd,29-054,1994,7.0,12,8,3,8,1,9,6,2,4,8,20,11,0,e280527c
439,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,26-059,1997,11.2,8,3,3,5,0,6,3,0,3,4,12,2,0,2b16cb1a
440,Bukayo Saka,eng ENG,FW,Arsenal,21-247,2001,32.7,56,31,20,14,22,18,37,0,37,14,70,19,0,bc7dc64d
441,Mohamed Salah,eg EGY,FW,Liverpool,30-329,1992,33.6,18,10,4,3,11,14,19,0,19,6,24,4,0,e342ad68
442,William Saliba,fr FRA,DF,Arsenal,22-047,2001,26.8,34,20,23,9,2,3,13,10,3,19,53,85,4,972aeb2a
443,Mohammed Salisu,gh GHA,DF,Southampton,24-023,1999,21.9,51,29,33,16,2,10,56,25,31,31,82,122,1,0b33f6ad
444,Albert Sambi Lokonga,be BEL,MF,Arsenal,23-200,1999,2.2,1,1,0,0,1,2,1,0,1,5,6,2,0,1b4f1169
445,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,23-200,1999,6.0,13,10,7,4,2,4,8,3,5,7,20,10,0,1b4f1169
446,Davinson Sánchez,co COL,DF,Tottenham,26-332,1996,7.5,19,8,13,5,1,3,14,8,6,11,30,28,0,da7b447d
447,Robert Sánchez,es ESP,GK,Brighton,25-173,1997,23.0,1,0,1,0,0,0,0,0,0,3,4,9,2,6a713852
448,Jadon Sancho,eng ENG,FWMF,Manchester Utd,23-046,2000,15.1,13,9,6,5,2,14,16,2,14,7,20,6,0,dbf053da
449,Morgan Sanson,fr FRA,MF,Aston Villa,28-265,1994,0.1,2,1,1,1,0,0,0,0,0,0,2,0,0,6e7f1353
450,Pablo Sarabia,es ESP,FWMF,Wolves,30-364,1992,7.7,11,6,4,4,3,9,5,0,5,1,12,3,0,9744ff80
451,Jeremy Sarmiento,ec ECU,MF,Brighton,20-328,2002,2.0,6,3,4,1,1,3,2,0,2,1,7,0,0,ac0d576d
452,Gianluca Scamacca,it ITA,FW,West Ham,24-129,1999,10.3,10,5,1,3,6,0,3,0,3,4,14,5,0,8790f988
453,Gustavo Scarpa,br BRA,MFFW,Nott'ham Forest,29-125,1994,2.0,5,2,3,1,1,3,4,0,4,0,5,3,0,2964fd20
454,Kevin Schade,de GER,FW,Brentford,21-164,2001,6.1,10,7,6,2,2,5,5,0,5,4,14,4,0,52afb588
455,Fabian Schär,ch SUI,DF,Newcastle Utd,31-141,1991,31.6,43,22,29,12,2,14,32,18,14,47,90,119,0,c8aa95da
456,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,30-138,1992,28.1,66,46,28,29,9,21,39,8,31,23,89,38,0,3312f911
457,Nélson Semedo,pt POR,DF,Wolves,29-175,1993,26.2,69,40,46,19,4,27,40,14,26,28,97,72,2,d04b94db
458,Antoine Semenyo,gh GHA,FWMF,Bournemouth,23-123,2000,2.9,1,0,0,0,1,5,10,1,9,2,3,4,0,efd2ec23
459,Marcos Senesi,ar ARG,DF,Bournemouth,26-000,1997,25.7,48,33,27,21,0,18,37,19,18,37,85,136,2,35141f4c
460,Ryan Sessegnon,eng ENG,DF,Tottenham,22-357,2000,9.0,16,11,9,7,0,6,8,1,7,6,22,17,1,6aa3e78b
461,Luke Shaw,eng ENG,DF,Manchester Utd,27-302,1995,25.9,45,27,26,17,2,11,50,17,33,33,78,51,2,9c94165b
462,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,31-072,1992,0.4,1,0,1,0,0,1,1,0,1,0,1,0,0,3727dd3c
463,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,31-072,1992,6.0,2,1,0,1,1,8,7,2,5,5,7,10,1,3727dd3c
464,Bernardo Silva,pt POR,MFFW,Manchester City,28-273,1994,23.4,43,23,11,24,8,24,22,5,17,15,58,5,0,3eb22ec9
465,Thiago Silva,br BRA,DF,Chelsea,38-230,1984,23.1,38,26,21,17,0,7,34,26,8,30,68,102,2,86e7deaf
466,Ellis Simms,eng ENG,FW,Everton,22-125,2001,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,26d3b5be
467,Luis Sinisterra,co COL,FW,Leeds United,23-327,1999,9.6,21,14,8,9,4,7,11,1,10,8,29,2,0,8e16dd48
468,Oliver Skipp,eng ENG,MF,Tottenham,22-236,2000,13.9,29,16,15,13,1,16,15,7,8,13,42,16,0,6250083a
469,Adam Smith,eng ENG,DF,Bournemouth,32-011,1991,30.7,47,28,26,18,3,30,28,13,15,23,70,78,1,20b104bc
470,Emile Smith Rowe,eng ENG,MFFW,Arsenal,22-286,2000,1.6,1,1,1,0,0,1,0,0,0,0,1,2,0,17695062
471,Cédric Soares,pt POR,DF,Arsenal,31-252,1991,0.3,0,0,0,0,0,1,1,0,1,0,0,1,0,839c14e1
472,Cédric Soares,pt POR,DF,Fulham,31-252,1991,2.2,8,5,4,3,1,0,3,1,2,1,9,5,0,839c14e1
473,Dominic Solanke,eng ENG,FW,Bournemouth,25-238,1997,28.8,12,7,7,2,3,15,23,6,17,3,15,39,0,e77dc3b2
474,Manor Solomon,il ISR,FW,Fulham,23-290,1999,5.8,20,12,12,6,2,4,7,0,7,4,24,3,0,886f9aac
475,Tomáš Souček,cz CZE,MF,West Ham,28-072,1995,29.6,75,37,39,29,7,29,42,17,25,50,125,66,2,6613c819
476,Boubakary Soumaré,fr FRA,MF,Leicester City,24-072,1999,15.1,51,32,25,24,2,15,15,4,11,27,78,24,1,ae59b359
477,Harry Souttar,au AUS,DF,Leicester City,24-200,1998,10.0,13,8,9,4,0,9,15,11,4,11,24,39,0,0a6cb1b1
478,Çağlar Söyüncü,tr TUR,DF,Leicester City,26-352,1996,5.9,14,9,10,4,0,3,9,8,1,7,21,30,0,21166ff4
479,Djed Spence,eng ENG,FWDF,Tottenham,22-274,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,9bc9a519
480,Jack Stacey,eng ENG,DF,Bournemouth,27-034,1996,3.3,5,4,3,1,1,3,3,1,2,5,10,15,0,558807c0
481,Junior Stanislas,eng ENG,MF,Bournemouth,33-165,1989,0.7,0,0,0,0,0,0,2,1,1,0,0,0,0,6992791d
482,Jay Stansfield,eng ENG,FW,Fulham,20-167,2002,1.0,0,0,0,0,0,2,4,1,3,1,1,1,0,b2626673
483,Jason Steele,eng ENG,GK,Brighton,32-265,1990,10.0,0,0,0,0,0,1,0,0,0,0,0,4,1,28300a16
484,Jack Stephens,eng ENG,DF,Southampton,29-103,1994,0.5,2,2,2,0,0,0,1,1,0,1,3,2,0,6adbc307
485,Jack Stephens,eng ENG,DF,Bournemouth,29-103,1994,13.0,15,11,10,4,1,4,23,16,7,16,31,53,0,6adbc307
486,Raheem Sterling,eng ENG,FWMF,Chelsea,28-153,1994,18.3,13,7,5,2,6,6,15,0,15,1,14,4,0,b400bde0
487,John Stones,eng ENG,DFMF,Manchester City,28-347,1994,19.2,22,12,11,7,4,2,14,7,7,9,31,38,0,5eecec3d
488,Pascal Struijk,nl NED,DF,Leeds United,23-272,1999,22.9,75,51,39,27,9,26,31,12,19,30,105,64,0,f4d296e4
489,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,21-084,2002,9.2,13,8,4,5,4,9,16,0,16,4,17,6,0,a62f8bf1
490,Crysencio Summerville,nl NED,FW,Leeds United,21-192,2001,15.5,30,20,14,14,2,12,18,2,16,12,42,11,0,df04eb4b
491,Sam Surridge,eng ENG,FW,Nott'ham Forest,24-286,1998,3.6,5,0,1,3,1,3,5,2,3,0,5,6,0,b017b770
492,Japhet Tanganga,eng ENG,DF,Tottenham,24-040,1999,1.6,3,2,3,0,0,4,1,0,1,2,5,8,0,e9971f2d
493,Matt Targett,eng ENG,DF,Newcastle Utd,27-234,1995,5.9,12,9,7,3,2,11,6,1,5,8,20,13,0,e514ab62
494,James Tarkowski,eng ENG,DF,Everton,30-172,1992,35.0,44,24,32,11,1,16,96,76,20,44,88,190,3,15ea812b
495,Marcus Tavernier,eng ENG,MFFW,Bournemouth,24-049,1999,19.4,33,22,19,11,3,21,25,4,21,9,42,23,0,5c0da4a4
496,Tetê,br BRA,FW,Leicester City,23-084,2000,7.8,14,8,5,7,2,15,9,0,9,2,16,3,0,7120a04d
497,Kenny Tete,nl NED,DF,Fulham,27-213,1995,25.5,75,42,40,23,12,11,42,15,27,45,120,75,1,77d7c96f
498,Luke Thomas,eng ENG,DF,Leicester City,21-334,2001,9.7,20,17,12,5,3,14,16,3,13,25,45,29,0,fc027d02
499,Youri Tielemans,be BEL,MF,Leicester City,26-003,1997,23.0,57,35,24,25,8,35,34,7,27,25,82,20,1,56f7a928
500,Kieran Tierney,sct SCO,DF,Arsenal,25-339,1997,7.4,17,10,9,7,1,2,8,2,6,9,26,22,0,fce2302c
501,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27-264,1995,9.9,16,8,10,4,2,4,16,8,8,9,25,30,0,a105d46a
502,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24-186,1998,7.4,27,18,12,10,5,5,7,0,7,14,41,15,1,b3af9be1
503,James Tomkins,eng ENG,DF,Crystal Palace,34-042,1989,3.8,4,2,2,1,1,2,3,2,1,5,9,19,0,e7ca0439
504,Ivan Toney,eng ENG,FW,Brentford,27-055,1996,32.8,23,13,4,9,10,16,24,9,15,14,37,36,0,e09f279b
505,Adama Traoré,es ESP,FWMF,Wolves,27-105,1996,14.5,12,6,5,4,3,4,7,1,6,3,15,11,0,9a28eba4
506,Bertrand Traoré,bf BFA,FWMF,Aston Villa,27-246,1995,2.6,1,1,1,0,0,3,5,0,5,2,3,0,0,c47541e0
507,Boubacar Traoré,ml MLI,MF,Wolves,21-263,2001,4.3,10,4,4,3,3,4,4,2,2,7,17,1,0,999ceb5f
508,Mark Travers,ie IRL,GK,Bournemouth,23-357,1999,10.5,0,0,0,0,0,0,1,0,1,0,0,6,0,fe558029
509,Kieran Trippier,eng ENG,DF,Newcastle Utd,32-233,1990,33.1,66,47,32,26,8,41,37,13,24,40,106,75,2,21512407
510,Leandro Trossard,be BEL,FW,Arsenal,28-157,1994,7.9,8,6,2,1,5,7,14,0,14,4,12,0,0,38ceb24a
511,Leandro Trossard,be BEL,FWMF,Brighton,28-157,1994,14.6,10,6,7,1,2,7,17,0,17,6,16,1,0,38ceb24a
512,Kostas Tsimikas,gr GRE,DF,Liverpool,26-363,1996,7.7,13,8,9,2,2,5,8,1,7,9,22,15,0,f315ca93
513,Deniz Undav,de GER,FWMF,Brighton,26-295,1996,4.6,6,4,2,1,3,1,3,1,2,0,6,1,0,dd549382
514,Yan Valery,tn TUN,DF,Southampton,24-077,1999,0.5,0,0,0,0,0,0,1,0,1,0,0,3,0,531a4aa8
515,Virgil van Dijk,nl NED,DF,Liverpool,31-306,1991,29.5,27,14,13,11,3,10,24,16,8,29,56,127,2,e06683ca
516,Raphaël Varane,fr FRA,DF,Manchester Utd,30-015,1993,18.3,23,8,17,6,0,10,23,16,7,10,33,81,0,9f8e9423
517,Jamie Vardy,eng ENG,FW,Leicester City,36-119,1987,18.8,9,4,4,2,3,6,15,3,12,2,11,26,0,45963054
518,Joël Veltman,nl NED,DF,Brighton,31-115,1992,22.8,58,31,43,12,3,18,27,8,19,19,77,49,0,dad4b285
519,Fabio Vieira,pt POR,MF,Arsenal,22-345,2000,5.3,6,4,3,0,3,2,5,0,5,4,10,1,0,6412cc03
520,Matías Viña,uy URU,DF,Bournemouth,25-182,1997,3.8,9,5,5,3,1,14,12,0,12,3,12,18,0,08eb3b58
521,Rúben Vinagre,pt POR,DFMF,Everton,24-031,1999,0.3,2,2,1,1,0,1,0,0,0,0,2,1,0,b937e490
522,Carlos Vinícius,br BRA,FW,Fulham,28-046,1995,11.5,4,1,0,2,2,4,5,0,5,0,4,10,0,8b529245
523,Theo Walcott,eng ENG,FWMF,Southampton,34-055,1989,10.0,8,3,5,2,1,16,8,1,7,9,17,6,0,1ecb65be
524,Kyle Walker,eng ENG,DF,Manchester City,32-347,1990,17.8,11,7,6,5,0,18,12,2,10,15,26,14,0,86dd77d1
525,Kyle Walker-Peters,eng ENG,DF,Southampton,26-027,1997,26.4,54,29,30,21,3,16,43,8,35,22,76,48,0,984a5a64
526,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25-165,1997,12.9,31,21,18,12,1,1,22,7,15,21,52,33,0,9e525177
527,Danny Ward,wls WAL,GK,Leicester City,29-322,1993,26.0,1,1,1,0,0,2,0,0,0,0,1,14,2,d3ce0e89
528,Joel Ward,eng ENG,DF,Crystal Palace,33-193,1989,22.1,45,34,27,10,8,10,29,15,14,23,68,76,1,8a7ff278
529,James Ward-Prowse,eng ENG,MF,Southampton,28-190,1994,34.5,58,31,26,25,7,36,25,5,20,49,107,43,0,3515d404
530,Ollie Watkins,eng ENG,FW,Aston Villa,27-131,1995,31.8,16,11,3,10,3,15,21,4,17,8,24,36,0,aed3a70f
531,Adam Webster,eng ENG,DF,Brighton,28-126,1995,21.3,21,12,9,9,3,7,30,19,11,19,40,54,4,c40b6180
532,Wout Weghorst,nl NED,FWMF,Manchester Utd,30-276,1992,8.1,10,4,6,1,3,7,7,2,5,7,17,8,0,c4e87b8b
533,Danny Welbeck,eng ENG,FW,Brighton,32-165,1990,18.5,13,6,0,6,7,5,23,2,21,4,17,18,0,ce5143da
534,Ben White,eng ENG,DF,Arsenal,25-214,1997,30.9,55,30,21,27,7,25,45,10,35,22,77,75,0,35e413f1
535,Harvey White,eng ENG,MF,Tottenham,21-233,2001,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,4d90ce8c
536,Joseph Whitworth,eng ENG,GK,Crystal Palace,19-070,2004,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3f847d95
537,Neco Williams,wls WAL,DF,Nott'ham Forest,22-027,2001,20.9,72,47,49,17,6,33,33,8,25,33,105,48,0,dd323728
538,Willian,br BRA,FW,Fulham,34-274,1988,20.8,12,7,7,3,2,14,12,0,12,9,21,8,0,8b9ebd03
539,Joe Willock,eng ENG,MF,Newcastle Utd,23-263,1999,26.8,48,27,12,24,12,30,53,8,45,25,73,17,0,a3b03921
540,Callum Wilson,eng ENG,FW,Newcastle Utd,31-072,1992,18.1,8,2,0,7,1,2,6,0,6,1,9,4,0,c596fcb0
541,Harry Wilson,wls WAL,FW,Fulham,26-049,1997,9.8,18,11,7,8,3,9,14,1,13,4,22,10,0,c6dc9ecd
542,Yoane Wissa,cd COD,FW,Brentford,26-249,1996,15.0,15,10,3,7,5,5,9,0,9,6,21,14,0,2500cef9
543,Maximilian Wöber,at AUT,DF,Leeds United,25-095,1998,11.4,23,17,9,13,1,6,21,11,10,20,43,55,1,4b803b3c
544,Chris Wood,nz NZL,FW,Newcastle Utd,31-154,1991,5.0,5,4,0,3,2,2,2,2,0,1,6,7,0,4e9a0555
545,Chris Wood,nz NZL,FW,Nott'ham Forest,31-154,1991,4.1,0,0,0,0,0,1,2,1,1,1,1,2,0,4e9a0555
546,Joe Worrall,eng ENG,DF,Nott'ham Forest,26-120,1997,21.7,44,21,32,10,2,9,29,19,10,22,66,100,1,a5212312
547,Granit Xhaka,ch SUI,MF,Arsenal,30-225,1992,31.1,32,26,11,16,5,24,27,10,17,13,45,42,1,e61b8aee
548,Ryan Yates,eng ENG,MF,Nott'ham Forest,25-170,1997,17.5,29,15,13,13,3,6,23,8,15,8,37,37,0,c1fe2a48
549,Ashley Young,eng ENG,DF,Aston Villa,37-305,1985,21.2,46,23,32,13,1,11,23,10,13,18,64,60,0,be927d03
550,Illia Zabarnyi,ua UKR,DF,Bournemouth,20-251,2002,0.3,1,1,1,0,0,1,0,0,0,0,1,2,0,88968486
551,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,30-181,1992,24.9,32,20,12,12,8,13,20,1,19,16,48,9,0,b2bc3b1f
552,Denis Zakaria,ch SUI,MF,Chelsea,26-171,1996,4.6,9,5,5,2,2,6,4,1,3,3,12,10,0,384d58d9
553,Jordan Zemura,zw ZIM,DF,Bournemouth,23-177,1999,16.2,39,24,24,14,1,20,31,9,22,16,55,32,0,e8271ad9
554,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26-146,1996,23.5,40,18,14,17,9,18,20,2,18,22,62,38,2,51cf8561
555,Hakim Ziyech,ma MAR,FWMF,Chelsea,30-052,1993,7.0,20,12,12,5,3,5,7,0,7,5,25,5,1,6622454d
556,Kurt Zouma,fr FRA,DF,West Ham,28-195,1994,21.6,9,4,4,5,0,3,17,14,3,30,39,118,0,ce4246f5
557,Martin Ødegaard,no NOR,MF,Arsenal,24-144,1998,32.1,34,21,12,14,8,29,18,5,13,6,40,11,0,79300479
